PROMOTOR-GESTOR;ACCES;TIPUS VELOCITAT;TIPUS CONNEXIÓ;LATITUD;LONGITUD;IDENTIFICADOR;DESIGNACIÓ-DESCRIPTIVA;IDE PDR;ADREÇA;PROVINCIA;CODIPROV;MUNICIPI;CODIINE;NPLACES ESTACIÓ;TIPUS VEHICLE;TELEFON;HORARI;INFORMACIÓ ADICIONAL
Vincipark;APARCAMENT PUBLIC;NORMAL;Schuko;41.382694;2.139639; 08-0193-144 ;Aparcament Vincipark Numància;;Carrer de Numància, 37;Barcelona;08;Barcelona;0193;3;;;;
Vincipark;APARCAMENT PUBLIC;NORMAL;Schuko;41.393803;2.138297; 08-0193-145 ;Aparcament Vincipark Ganduxer;;Carrer Ganduxer, 25-27;Barcelona;08;Barcelona;0193;4;cotxe i moto;;;
Vincipark;APARCAMENT PUBLIC;NORMAL;Schuko;41.373722;2.170482; 08-0193-146 ;Aparcament Vincipark Vilà i Vilà;;Carrer de Vilà i Vilà, 44;Barcelona;08;Barcelona;0193;3;cotxe i moto;;;
Valencia 2013;APARCAMENT PUBLIC?;NORMAL;Schuko;41.392466102;2.163201936; 08-0193-147 ;Valencia 2013;;Carrer València, 270;Barcelona;08;Barcelona;0193;1;;;;
Abertis-saba;VIA PUBLICA;NORMAL;Schuko;41.340265;2.125109; 08-0193-148 ;Seu zona franca Abertis;;Carrer numero Un;Barcelona;08;Barcelona;0193;2;cotxe i moto;;24h;
CORIO REAL ESTATE ;APARCAMENT CC;semiRAPID i NORMAL;MENNEKES.F+Schuko;41.375511;2.182206; 08-0193-149 ;CC Maremagnum ( 7.4 i 3.7kW);;Moll d'Espanya, 5;Barcelona;08;Barcelona;0193;2+3;cotxe i moto;;;
Aparcament Dr.Roig i Raventós;Parking Soterrat (P -1);NORMAL;Schuko;41.4035393;2.130069; 08-0193-150 ;Aparcament Dr.Roig i Raventós;;Carrer Dalmases, 76 B;Barcelona;08;Barcelona;0193;1;;93.567.88.88;8-22h;
IBIL;ESTACIÓ SERVEI (IBIL);RAPID;CCS Combo2+ChadeMO+MENNEKES.M;41.38266517890297;2.1063829958438873; 08-0193-152 ;IBIL-ES Seu RACC (DC50kW AC44kW);;Avinguda Diagonal 695;Barcelona;08;Barcelona;0193;1;cotxe;902.540.810;;
RENAULT (AUTANSA 3000);CONCESSIONARI (PRIVAT) ;semiRAPID i NORMAL;MENNEKES+Schuko;41.384750426;2.136414231; 08-0193-153 ;RENAULT (RETAIL GROUP - LES CORTS) (22 i 3.7kW);;Carrer del Marques de Sentmenat, 28-36;Barcelona;08;Barcelona;0193;3;cotxe;902.002.067;;
Abertis-saba;VIA PUBLICA;NORMAL;Schuko;41.340072;2.125827; 08-0193-169 ;Seu zona franca Saba;;Carrer numero Un;Barcelona;08;Barcelona;0193;2;cotxe i moto;;24h;
CC CARREFOUR MATARÓ ;APARCAMENT CC;NORMAL;Schuko;41.51978;2.421356; 08-0291-001 ;CC CARREFOUR Cabrera de Mar ;;Carretera N-II, km 644;Barcelona;08;Cabrera de Mar;0291;2;cotxe i moto;;;
Ajuntament de Cabrils;APARCAMENT PUBLIC;NORMAL;Schuko;41.526897;2.366464; 08-0305-001 ;Aparcament Concòrdia;;Carrer del Torrent Roig, 6, Aparcament;Barcelona;08;Cabrils;0305;1;cotxe i moto;;;
Ajuntament Sant Vicenç Montalt;APARCAMENT PUBLIC;NORMAL;Schuko;41.56712807840754;2.5215239077806473; 08-0327-001 ;Pèrgola FV, Aparcament N-II;;Carretara N-II, Carretera Sant Vicenç de Montalt BV-5034;Barcelona;08;Caldes d'Estrach;0327;2;cotxe i moto;;;
;APARCAMENT PUBLIC;NORMAL;Schuko;41.7239;2.4634; 08-0399-001 ;MONTSENY P Carrer Font a l'Escola;;Carrer de la Font, s/n;Barcelona;08;Campins;0399;2;cotxe o moto;93.847.50.30;;
;;NORMAL;Schuko;41.588539;2.580349; 08-0403-001 ;Aparcament Mercury;;Riera Gavarra, 12;Barcelona;08;Canet de Mar;0403;1;cotxe o moto;;;
Uriswagen;COMERÇ;NORMAL;Schuko;41.599031641727535;2.4440141022205353; 08-0752-001 ;Uriswagen BOSCH SERVICE;;Avinguda  Lluís Companys-Av de Mataró;Barcelona;08;Canyamars;0752;1;;;;
Ajuntament de Castelldefels;VIA PUBLICA;NORMAL;Schuko;41.281941;1.980239; 08-0569-001 ;Aparcament Arcadi Balaguer-Albert Einstein;;Carrer d'Arcadi Balaguer- Carrer d'Albert Einstein;Barcelona;08;Castelldefels;0569;2;cotxe i moto;;24h;
CC Anec Blau;APARCAMENT CC;NORMAL;Schuko;41.283698;1.987250; 08-0569-002 ;CC Anec Blau;;Rotonda Can Rabadà, 16;Barcelona;08;Castelldefels;0569;1;cotxe i moto;;;
Fundacio Privada Ascamm;PRIVAT;NORMAL;Schuko;41.486788901;2.12674235; 08-2665-001 ;Fundacio Privada Ascamm;;Avinguda  Universitat Autonoma, 23;Barcelona;08;Cerdanyola del Vallès;2665;1;;;;
CC Splau!;APARCAMENT CC;NORMAL;Schuko;41.348210524810646;2.0780575275421143; 08-0734-001 ;CC Splau!;;Avinguda  Baix Llobregat, 121, CC Splau!;Barcelona;08;Cornellà de Llobregat;0734;6;cotxe;;;
Ajuntament de  El Masnou;VIA PUBLICA;NORMAL;Schuko;41.477990439;2.304726294; 08-1189-001 ;Ajuntament de El Masnou;;Passeig Joan Carles I, 12;Barcelona;08;El Masnou;1189;1;;;;
Ajuntament de  El Masnou;VIA PUBLICA;FORA DE SERVEI;Schuko;41.4821;2.3229; 08-1189-002 ;Carrer de Fontanils;;Carrer Fontanils, 122;Barcelona;08;El Masnou;1189;1;cotxe o moto;;;
CC CARREFOUR El Prat;APARCAMENT CC;NORMAL;Schuko;41.335179;2.088768; 08-1691-001 ;CC CARREFOUR El Prat;;Autovia Castelldefels km 194;Barcelona;08;El Prat;1691;2;cotxe i moto;;;
REGESA;APARCAMENT PUBLIC;NORMAL;Schuko;41.306022;2.005376; 08-0898-001 ;Parking REGESA (Torre Lluch);;Carrer del Centre, 3;Barcelona;08;Gavà;0898;2;cotxe i moto;;;
CC BARNASUD;APARCAMENT CC P-1, Zona Carrefour;NORMAL;Schuko;41.296209;2.006457; 08-0898-001 ;CC BARNASUD;;Carrer del Progrés, 69 - Carrer de l'Energia, 30;Barcelona;08;Gavà;0898;2;cotxe i moto;93.662.56.56;dl-dj+dg 9:30-1:30, dv-ds 9:30-3:30;
Ajuntament de  Granollers;VIA PUBLICA;NORMAL;Schuko;41.608160167;2.287309987; 08-0961-001 ;Aparcament Can Comas;;Plaça de la Porxada, 6;Barcelona;08;Granollers;0961;3;cotxe i moto;;;
Estabanell y Pahisa;VIA PUBLICA (codiQR);NORMAL;Schuko;41.60961924;2.28509905; 08-0961-002 ;EP-Seu Estabanell y Pahisa GRN;;Carrer Rec, 22-28;Barcelona;08;Granollers;0961;1;cotxe;900.250.260;24h;http://www.e-mobilitat.cat
RENAULT (AUTOMOBILS PRUNA);CONCESSIONARI (PRIVAT) ;semiRAPID i NORMAL;MENNEKES+Schuko;41.597501673;2.264542966; 08-0961-003 ;RENAULT (AUTOMOBILS PRUNA) (22 i 3.7kW);;Carretera C-17 km 19 ;Barcelona;08;Granollers;0961;5;cotxe;;Horari Comercial;
PETROMIRALLES;ESTACIÓ SERVEI;NORMAL;Schuko;41.588905;1.6218929; 08-1022-001 ;ES PetroMiralles;;Carrer Guimaraes, 2;Barcelona;08;Igualada;1022;1;;;;
Estabanell y Pahisa;VIA PUBLICA (codiQR);NORMAL;Schuko;41.682718;2.2825619; 08-0885-001 ;EP-Estabanell y Pahisa-Antic Safareig;;Passeig del Congost - Carretera Nova;Barcelona;08;La Garriga;0885;1;cotxe;900.250.260;24h;http://www.e-mobilitat.cat
IBIL;ESTACIÓ SERVEI (IBIL);RAPID;CCS Combo2+ChadeMO+MENNEKES.M;41.596529;2.309376; 08-1810-001 ;IBIL-ES REPSOL C-352  (DC50kW AC44kW);;Carretera de Barcelona, C-352;Barcelona;08;La Roca del Vallès;1810;1;cotxe;902.540.810;;
La Roca Village;APARCAMENT (interfon);semiRAPID i NORMAL;MENNEKES+Schuko;41.610694;2.343342; 08-1810-002 ;La Roca Village;;P.I. Can Massaguer Nord;Barcelona;08;La Roca del Vallès;1810;2;cotxe i moto;;;
L'H2010;APARCAMENT CC;NORMAL;Schuko;41.374238291;2.119582102; 08-1017-001 ;CC BCN-Mercat de Collblanc;;Carrer Progrès, 33;Barcelona;08;L'Hospitalet de Llobregat;1017;6;;;;
REGESA;APARCAMENT CC;NORMAL;Schuko;41.363926804;2.127766612; 08-1017-002 ;CC BCN-Francesc Macià;;Carrer Francesc Macià;Barcelona;08;L'Hospitalet de Llobregat;1017;2;;;;
MOBECHOTEL-IBERDROLA;VIA PUBLICA (MOBECPOINT);NORMAL;Schuko;41.3552;2.1271; 08-1017-003 ;MOBECPOINT-Hotel Porta Fira;;Plaça Europa, 45-47;Barcelona;08;L'Hospitalet de Llobregat;1017;1;moto;;;
MOBILITAT-IBERDROLA;VIA PUBLICA (MOBECPOINT);NORMAL;Schuko;41.354179240094915;2.128281891345978; 08-1017-004 ;MOBECPOINT-Fira2;;Carrer de la Ciència, 49;Barcelona;08;L'Hospitalet de Llobregat;1017;1;moto;;;
Ajuntament de Llinars del Vallès;;NORMAL;Schuko;41.640184225;2.399023735; 08-1069-001 ;Ajuntament de Llinars del Vallès;;Avinguda  Pau Casals, 26;Barcelona;08;Llinars del Vallès;1069;1;;;;
Parking Pavelló municipal;APARCAMENT PUBLIC;NORMAL;Schuko;41.64082638017494;2.398894988000393; 08-1069-002 ;Parking Pavelló municipal;;Passatge Riera-Carrer Collsabadell;Barcelona;08;Llinars del Vallès;1069;1;;;;
CC CARREFOUR MANRESA;APARCAMENT CC;NORMAL;Schuko;41.7227;1.8456; 08-1136-001 ;CC CARREFOUR MANRESA;;Carrer de Joan Fuster-Avinguda Països Catalans;Barcelona;08;Manresa;1136;1;;;;
Hotel Turó de la Torre;HOTEL;NORMAL;Schuko;41.73874569186171 ;1.8412050604820251; 08-1136-002 ;Hotel Turó de la Torre;;P.I. Els Dolors, Carrer de Sallent, S/N, Torre Alberni;Barcelona;08;Manresa;1136;1;;93.873.32.86;;
RENAULT (AUTOTRANSVERSAL);CONCESSIONARI (PRIVAT) ;semiRAPID i NORMAL;MENNEKES+Schuko;41.733938038;1.839981443; 08-1136-004 ;RENAULT (AUTOTRANSVERSAL) (22 i 3.7kW);;Carretera de Vic, 225;Barcelona;08;Manresa;1136;3;cotxe;938.866.263;Horari Comercial;
Ajuntament de Manresa;VIA PUBLICA;semiRAPID i NORMAL;MENNEKES.F+Schuko;41.73682408;1.82836016; 08-1136-005 ;Escola Politècnica Superior d'Enginyeria (22 i 3.7kW);;Avinguda de les bases de Manresa-Carrer de Beltran de Castelbell;Barcelona;08;Manresa;1136;;;;;
IBIL;ESTACIÓ SERVEI (IBIL);RAPID; CCS Combo2+ChadeMO+MENNEKES.M ;41.52801;1.8809321; 08-0765-001 ;IBIL-ES REPSOL A2 BurgerKing (DC50kW AC44kW);;Carretera C-1414, Autovia A2 km 581,5, sortida 581 dir.TGN o 582B dir.BCN;Barcelona;08;Esparreguera;0765;1;cotxe;93.777.39.57;24h;
Green & Drive Electric, S.L.;GREEN&DRIVE;NORMAL;Schuko;41.527441322;2.228490246; 08-1154-001 ;Green & Drive Electric, S.L.;;Avinguda  Piera, 22;Barcelona;08;Martorelles;1154;1;;;;
Helectra- Distribuidor;;NORMAL;Schuko;41.551017454;2.453290292; 08-1213-001 ;Helectra- Distribuidor;;Carrer de Energia 9;Barcelona;08;Mataró;1213;1;moto;;;
Helectra- Distribuidor;;NORMAL;Schuko;41.541658913;2.453139729; 08-1213-002 ;Helectra- Distribuidor;;Carrer de Solís , 45;Barcelona;08;Mataró;1213;1;moto;;;
Gintra- Ap.TECNOCAMPUS;APARCAMENT PUBLIC;NORMAL;Schuko;41.527773587;2.433324182; 08-1213-003 ;Gintra- Ap.TECNOCAMPUS;;Carrer Tordera, 2;Barcelona;08;Mataró;1213;1;;;;
Gintra-Ap.Plaça Granollers;APARCAMENT PUBLIC;NORMAL;Schuko;41.540844099;2.43629352; 08-1213-004 ;Gintra-Ap.Plaça Granollers;;Camí de la Geganta, 117;Barcelona;08;Mataró;1213;1;;;;
Gintra-Ap. Parc Central;APARCAMENT PUBLIC;NORMAL;Schuko;41.544018552;2.440582297; 08-1213-005 ;Gintra-Ap. Parc Central;;Camí de la Geganta, 15;Barcelona;08;Mataró;1213;1;;;;
Gintra-Ap Plaça de Cuba;APARCAMENT PUBLIC;NORMAL;Schuko;41.537302431;2.440399469; 08-1213-006 ;Gintra-Ap Plaça de Cuba;;Carrer Cuba, 40;Barcelona;08;Mataró;1213;1;;;;
9-Transport SL;COMERÇ BICIS;NORMAL;Schuko;41.53526208;2.444764014; 08-1213-007 ;9Transport SL;;Carrer Lepant, 48;Barcelona;08;Mataró;1213;1;;;;
RENAULT (REMM GUITART);CONCESSIONARI (PRIVAT) ;semiRAPID i NORMAL;MENNEKES+Schuko;41.412001811;2.015137604; 08-1234-002 ;RENAULT (REMM GUITART) (22 i 3.7kW);;Passeig del Terraplè, 51;Barcelona;08;Molins de Rei;1234;5;cotxe;;Horari Comercial 8-20h ;
Circuit de Catalunya;APARCAMENT CIRCUIT, Zona i4 esq.;NORMAL;Schuko;41.568653;2.257820; 08-1350-001 ;Circuit de Catalunya;;Carrer Mas La Moreneta;Barcelona;08;Montmeló;1350;2;cotxe o moto;;;
Ajuntament Montornès;VIA PUBLICA;NORMAL;MENNEKES.F+Schuko;41.545427;2.266663; 08-1363-001 ;Ajuntament Montornès;;Avinguda de la Llibertat, 2;Barcelona;08;Montornès del Vallès;1363;2;cotxe i moto;;24h;
RENAULT (GARATGE SANT JAUME);CONCESIONARI (PRIVAT);semiRAPID i NORMAL ;MENNEKES.F+Schuko;41.622734;2.671451; 08-1635-001 ;RENAULT (GARATGE SANT JAUME);;Carrer Garbí,196, Carretera N-II;Barcelona;08;Pineda de Mar;1635;2+1;cotxe i moto;937.66.71.00;Horari Comercial;93.762.90.83
Mercat de Rubí;;NORMAL;Schuko;41.488958;2.0353593; 08-1846-001 ;Mercat de Rubí;;Carrer Llobateres, 89;Barcelona;08;Rubí;1846;1;;;;
CC IKEA SABADELL;APARCAMENT CC;NORMAL;MENNEKES.F+Schuko;41.511;2.1063; 08-1878-001 ;CC IKEA SABADELL;;Carrer de Serra del Galliners- Pssg Sant Pau de Riu Sec;Barcelona;08;Sabadell;1878;21;cotxe i moto;;Horari Comercial;
E-Movement;CONCESSIONARI (PRIVAT);NORMAL;Schuko;41.5529;2.1035; 08-1878-002 ;E-MOVEMENT;;Carrer Papa Pius XI, 59;Barcelona;08;Sabadell;1878;1;;93.748.06.84;Horari Comercial;
Eco-moviment;COMERÇ;NORMAL;Schuko;41.54314061;2.10335432; 08-1878-003 ;Eco-moviment;;Carretera de Barcelona 11;Barcelona;08;Sabadell;1878;1;;;Horari Comercial;
Aparcament Vapor Turull;APARCAMENT PUBLIC;NORMAL;Schuko;41.549386309;2.111784403; 08-1878-004 ;Aparcament Vapor Turull;;Carrer de la Creueta;Barcelona;08;Sabadell;1878;1;;;;
BMW (BARCELONA Premium);CONCESSIONARI (PRIVAT);semiRAPID;MENNEKES.F+MENNEKES.M;41.43221045967178;2.210616320371628; 08-1944-001 ;BMW (BARCELONA Premium) (7.4kW);;Carrer de Joan d'Àustria, 1 ;Barcelona;08;Sant Adrià de Besòs;1944;2;cotxe;;Horari Comercial;
EUSAB;APARCAMENT CC;NORMAL;Schuko;41.43054737;2.218260673; 08-1944-002 ;Aparcament-Plaça de la Vila;;Plaça de la Vila;Barcelona;08;Sant Adrià de Besòs;1944;2;;;;
CC IKEA SANT BOI ;APARCAMENT CC;NORMAL;Schuko;41.3546;2.1247; 08-2009-001 ;CC IKEA SANT BOI ;;Carrer de de les Ciències, 82-94;Barcelona;08;Sant Boi de Llobregat;2009;1;;;;
RENAULT (TALLERES ROS);CONCESSIONARI (PRIVAT) ;semiRAPID i NORMAL;MENNEKES+Schuko;41.340670704;2.048253699; 08-2009-002 ;RENAULT (TALLERES ROS) (22 i 3.7kW));;Carretera de la Santa Creu de Calafell, 1;Barcelona;08;Sant Boi de Llobregat;2009;3;cotxe;936.52.20.51;;
Ajuntament de Sant Cugat del Vallès;VIA PUBLICA;NORMAL;Schuko;41.469931;2.088010; 08-2055-001 ;Plaça. Mil·lenari-Auditori Sant Cugat;;Avinguda Pla del Vinyet 30T-Plaça Mil·lenari;Barcelona;08;Sant Cugat del Valles;2055;2;cotxe i moto;;24h;http://www.oficinasostenible.santcugat.cat/presentacio1_1/_uAlD6pePkNYphiyoshUOAU6Nq6ToGKaN0_gXX_DduuVLvbXt27aOiA
TABASA;APARCAMENT PUBLIC;NORMAL;Schuko;41.4812;2.0726; 08-2055-002 ;TABASA Estació FGC VOLPELLERES;;Plaça de l'estació;Barcelona;08;Sant Cugat del Valles;2055;1;cotxe;;;
Masià;APARCAMENT CLIENTS;NORMAL;Schuko;41.6995;2.3834; 08-2346-001 ;Masia Can Pau Filbà;;Masia aïllada;Barcelona;08;Sant Pere Vilamajor;2346;2;cotxe i moto;639.731.775;;
GRAMEPARK;APARCAMENT CC;NORMAL;Schuko;41.451025;2.209483; 08-2457-001 ;Parking GRAMEPARK;;Rambla de Sant Sebastià,2;Barcelona;08;Santa Coloma de Gramenet;2457;9;cotxe i moto;;24h;
Aparcament Cal Llobet-Selba;APARCAMENT PUBLIC;NORMAL;Schuko;41.78188554764706;1.836778074502945; 08-1923-001 ;Aparcament Cal Llobet-Selba;;Carrer Roger de Flor, 11;Barcelona;08;Santpedor;1923;1;cotxe i moto;;;
Aparcament Sofia;APARCAMENT PÚBLIC;NORMAL;Schuko;41.234074;1.804050; 08-2704-001 ;Parking Avinguda Sofia, Calipolis ;;Avinguda Sofia, 2;Barcelona;08;Sitges;2704;2;cotxe i moto;;;
Hotel Estela;HOTEL;NORMAL;Schuko;41.235620309;1.826850541; 08-2704-002 ;Hotel Estela;;Avinguda  Port d'Aiguadolç, 8;Barcelona;08;Sitges;2704;1;moto;;;
Restaurant Sol i vi;APARCAMENT CLIENTS;NORMAL;;41.401670;1.757021; 08-2732-001 ;Restaurant Sol i Vi;;Carretera de Sant Sadurní d'Anoia a Vilafranca del Penedès, km 4;Barcelona;08;Subirats;2732;1;cotxe i moto;938.99.32.04;Horari comercial;
IBIL;APARCAMENT CC (IBIL);semiRAPID i NORMAL;MENNEKES+Schuko;41.5643087913205;2.0355579257011414; 08-2798-001 ;IBIL-CC Eroski Terrassa-Viena (11kW);;Carrer Navarra, 6 ;Barcelona;08;Terrassa;2798;2;cotxe;;;
Ajuntament de Terrassa;APARCAMENT PUBLIC;NORMAL;Schuko;41.560382;2.006377; 08-2798-002 ;Plaça Progres-Gutenberg-Arquimedes;;Carrer ARQUIMEDES, 150;Barcelona;08;Terrassa;2798;3;moto;;;
Hotel Don Cándido;APARCAMENT HOTEL;NORMAL;MENNEKES.F+Schuko;41.552551;2.008381; 08-2798-003 ;Hotel Don Cándido;;Carrer Rambleta Pare Alegre, 98;Barcelona;08;Terrassa;2798;3;cotxe i moto;937.33.33.00;Horari Hotel;
Estabanell y Pahisa;VIA PUBLICA (codiQR);NORMAL;Schuko;41.84919539;2.22780389; 08-2830-001 ;EP-Estabanell y Pahisa TONA;;Carretera Manresa, s/n;Barcelona;08;Tona;2830;1;cotxe;900.250.260;;http://www.e-mobilitat.cat
Ajuntament de Vic;VIA PUBLICA;NORMAL;Schuko;41.933748;2.248307; 08-2981-001 ;Rectorat Universitat VIC;;Carrer Miramarges, 4;Barcelona;08;Vic;2981;2;moto;93.889.12.44;24h;http://www.vic.cat/viure-a-vic/medi-ambient/medi-ambient/mobilitat-sostenible/punts-de-recarrega-de-vehicles-electrics
Ajuntament de Vic;APARCAMENT PUBLIC;NORMAL;J1772.F+Schuko;41.933947446794036;2.2602398693561554; 08-2981-002 ;IES-VIC Aparcament (J1772);;Carrer Jose Maria Sert s/n;Barcelona;08;Vic;2981;2+2;moto i cotxe;93.889.12.44;de dia;http://www.vic.cat/viure-a-vic/medi-ambient/medi-ambient/mobilitat-sostenible/punts-de-recarrega-de-vehicles-electrics
Ajuntament de Vic;VIA PUBLICA;NORMAL;Schuko;41.926851;2.245734; 08-2981-003 ;Xemeneia del Sucre;;Avinguda del Mercat, 6;Barcelona;08;Vic;2981;2;cotxe;93.889.12.44;24h;http://www.vic.cat/viure-a-vic/medi-ambient/medi-ambient/mobilitat-sostenible/punts-de-recarrega-de-vehicles-electrics
CC ALDI;APARCAMENT CC;NORMAL;MENNEKES.F;41.321165;2.027702; 08-3015-002 ;CC ALDI;;Carretera Barcelona, 84;Barcelona;08;Viladecans;3015;4;cotxe;617.63.77.72;Horari Comercial 9:15-21:15;
CIRCONTROL;APARCAMENT SEU (PRIVAT);semiRAPID i NORMAL ;MENNEKES.M+Schuko;41.560821;1.961738; 08-3008-001 ;Seu CIRCONTROL;;Carrer Innovació,3 - P I. Can Mitjans;Barcelona;08;Viladecavalls;3008;4+3;cotxe i moto;937.45.29.00;;
VNG Charlie Rivel;APARCAMENT PUBLIC;NORMAL;Schuko;41.220585799;1.723097599; 08-3073-001 ;VNG Charlie Rivel;;Carrer del Pare Garí, 91;Barcelona;08;Vilanova i la Geltrú;3073;2;cotxe i moto;93.893.27.37;;
Ajuntament de Banyoles;VIA PUBLICA;NORMAL;Schuko;42.119119;2.764798; 17-0157-001 ;Plaça Servites- Museu Darder;;Carrer Josep Maria Bohigas, 11;Girona;17;Banyoles;0157;1;cotxe i moto;972.57.00.50;24h;
Motogreencity (Motos i bicis elèctriques);COMERÇ;NORMAL;Schuko;41.679881199;2.778669306; 17-0237-001 ;Motogreencity;;Carrer Mas Florit, 8;Girona;17;Blanes;0237;1;;;;
Wattpic s.l.;COMERÇ;NORMAL;Schuko;41.889749145;2.866575153; 17-0448-001 ;Wattpic S.L.;;Carrer de la Vía, s/n;Girona;17;Cassà de La Selva;0448;1;;;;
IBIL;ESTACIÓ DE SERVEI (IBIL);RAPID; CCS Combo2+ChadeMO+MENNEKES.M ;42.025269;2.865046; 17-0499-001 ; IBIL ES REPSOL-Celrà (DC50kW AC44kW) ;;Carretera C-66, km 30,5;Girona;17;Celrà;0499;1;cotxe;93.249.20.29;6h-22h ;
Automòbils GÜELL;CONCESSIONARI (PRIVAT);NORMAL;Schuko;42.08469775987304;2.8143829107284546; 17-0561-001 ;Automòbils GÜELL;;Carretera C-66, Paratge Comanell, s/n;Girona;17;Cornella de Terri;0561;1;;972.59.65.97;;619 804 465 - 692 130 707 - 652 190 525
Ajuntament de Girona;VIA PUBLICA;NORMAL;Schuko;41.98145668149892;2.823227494955063; 17-0792-001 ;Girona- Pl.Catalunya (S-W);;Plaça Catalunya, 24;Girona;17;Girona;0792;1;;;;
TESLA Hotel Ibis;APARCAMENT HOTEL;superRAPID;TESLA;41.998494;2.817328; 17-0792-002 ;Supercarregador Girona-Hotel IBIS-Costa Brava (120kW);;Carrer Francesc Ferrer, 16-18;Girona;17;Girona;0792;4;cotxe;972.39.15.38;24h;
Ajuntament de Ripoll;VIA PUBLICA (targeta 30€ municipal);semiRAPID i NORMAL;MENNEKES.F+Schuko;42.2006726430273;2.1902771294116900; 17-1479-001 ;Ajuntament Ripoll;;Carrer Berenguer el Vell, (Ajuntament);Girona;17;Ripoll;1479;2;cotxe i moto;;24h;
Camping Joncar Mar;CAMPING;NORMAL;Schuko;42.2663804;3.1634371999999700; 17-1523-001 ;Camping Joncar Mar;;Carrer Bernat Metge, 12;Girona;17;Roses;1523;1;;972.25.67.02;;
E-Copdegas;CONCESSIONARI (PRIVAT);NORMAL;Schuko;41.7836;3.0241; 17-1609-001 ;E-Copdegas;;Carrer Stª Magdalena, 31;Girona;17;Sant Feliu de Guíxols;1609;1;moto;;Horari Comercial;
Hotel Restaurant SAUSA;HOTEL-Restaurant;NORMAL;Schuko;42.09517389742783;2.892667204141617; 17-0168-001 ;Hotel Restaurant SAUSA;;Carretera N-II, km 732;Girona;17;Terradelles;0168;1;;972.56.10.00;;
Camping La Presalla;CAMPING;NORMAL;Schuko;42.614850924171904;1.1243297159671783; 25-0864-001 ;Camping La Presalla;;Carretera C-13 km 159;LLeida;25;Esterri d'Àneu;0864;1;;973.62.62.63;;
SOFOS ENERGIA;APARCAMENT PRIVAT;NORMAL;Schuko;41.614821;0.684832; 25-1207-001 ;P.I. CIM-Els Frares SOFOS ENERGIA;;Poligon CIM-Els Frares , Vial A , Nau 5;Lleida;25;Lleida;1207;1;;;;
Parking MERCOLLEIDA;APARCAMENT PUBLIC;NORMAL;Schuko;41.6192746;0.6368893999999727; 25-1207-002 ;Parking MERCOLLEIDA;;Avinguda Tortosa,4;Lleida;25;Lleida;1207;1;;;;
RENAULT (AUTANSA 3000);CONCESSIONARI (PRIVAT);NORMAL;Schuko;41.6129;0.6483; 25-1207-003 ;RENAULT (AUTANSA 3000);;Carretera BARCELONA km 464, Carrer de Almeria, 4;Lleida;25;Lleida;1207;3;cotxe;;;
Hotel MEDITERREAN LODGE L'Ampolla Resort;HOTEL;NORMAL;Schuko;40.8212;0.6887; 43-9060-001 ;Hotel MEDITERRANEAN LODGE L'Ampolla Resort;;Partida Mataret, 155;Tarragona;43;L'Ampolla;9060;1;cotxe i moto;977.05.93.42;24h;
Restaurant El Molí de Mallol;RESTAURANT;NORMAL;Schuko;41.3793661;1.1631832; 43-0862-001 ;Restaurant El Molí de Mallol;;Carrer  de la Muralla  de Santa Anna, 19;Tarragona;43;Montblanc;0862;1;moto i cotxe;977.86.05.91;Horari Comercial;
Mission Zero;COMERÇ;NORMAL;Schuko;41.150322524;1.092740585; 43-1233-001 ;Mission Zero;;Camí de Riudoms, 46;Tarragona;43;Reus;1233;1;moto i cotxe;977.318.586;Horari Comercial;
AMERSAM;VIA PUBLICA;NORMAL;MENNEKES.F+Schuko;41.157893;1.105291; 43-1233-002 ;Area P Plaça Pintor Fortuny;;Plaça Pintor Fortuny;Tarragona;43;Reus;1233;2;cotxe i moto;977.300.006;24h;Cal activar el servei via web
AMERSAM;VIA PUBLICA;NORMAL;MENNEKES.F+Schuko;41.154717;1.111657; 43-1233-003 ;Area P Riera Miró;;Raval de Sant Pere, 27;Tarragona;43;Reus;1233;2;cotxe i moto;977.300.006;24h;Cal activar el servei via web
AMERSAM;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41.158966;1.106615; 43-1233-004 ;Parking Llibertat;;Plaça Llibertat;Tarragona;43;Reus;1233;4;cotxe i moto;977.300.006;24h;Cal activar el servei via web
AMERSAM;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41.152793;1.109020; 43-1233-005 ;Parking Baluard;;Raval Robuster, 47;Tarragona;43;Reus;1233;2;cotxe i moto;977.300.006;24h;Cal activar el servei via web
AMERSAM;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41.150340;1.110766; 43-1233-006 ;Parking Carrilet;;Avinguda del Carrilet, 40;Tarragona;43;Reus;1233;2;cotxe i moto;977.300.006;24h;Cal activar el servei via web
AMERSAM;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41.149887;1.105901; 43-1233-007 ;Parking Pastoreta;;Plaça Pastoreta, 10;Tarragona;43;Reus;1233;2;cotxe i moto;977.300.006;24h;Cal activar el servei via web
AMERSAM;APARCAMENT PUBLIC;NORMAL;MENNEKES.F+Schuko;41.159320;1.102465; 43-1233-008 ;Parking Sant Ferran;;Carrer de Joan Martell, 23;Tarragona;43;Reus;1233;2;cotxe i moto;977.300.006;24h;Cal activar el servei via web
